,state,city,views,zip_code,lat,long
6187,tn,burns,2,37029,36.0377,-87.2640
6188,tn,carthage,2,37030,36.2743,-85.9718
6189,tn,church hill,2,37642,36.4932,-82.7304
6190,tn,collierville,2,38017,35.0911,-89.6586
6191,tn,cottontown,2,37048,36.4889,-86.5869
6192,tn,decatur,2,37322,35.4986,-84.8259
6193,tn,drummonds,2,38023,35.4495,-90.0096
6194,tn,erin,2,37061,36.2731,-87.6524
6195,tn,erwin,2,37650,36.0917,-82.4711
6196,tn,fairview,2,37062,35.9914,-87.1316
6197,tn,greenbrier,2,37073,36.4352,-86.8099
6198,tn,lafayette,2,37083,36.5304,-86.0058
6199,tn,lawrenceburg,2,38464,35.2759,-87.4046
6200,tn,livingston,2,38570,36.3749,-85.3074
6201,tn,lobelville,2,37097,35.7462,-87.8758
6202,tn,lupton city,2,37351,35.1038,-85.2643
6203,tn,lynchburg,2,37352,35.2395,-86.3576
6204,tn,madison,2,37115,36.2554,-86.6983
6205,tn,medina,2,38355,35.7862,-88.7541
6206,tn,milan,2,38358,35.9187,-88.7802
6207,tn,monterey,2,38574,36.1418,-85.1988
6208,tn,new tazewell,2,37824,36.4458,-83.5877
6209,tn,nolensville,2,37135,35.9340,-86.6719
6210,tn,oneida,2,37841,36.5128,-84.5705
6211,tn,pleasant shade,2,37145,36.3685,-85.9020
6212,tn,pulaski,2,38478,35.2331,-87.0191
6213,tn,ripley,2,38063,35.7388,-89.6754
6214,tn,rockford,2,37853,35.8403,-83.9004
6215,tn,rockvale,2,37153,35.7619,-86.5565
6216,tn,rockwood,2,37854,35.8754,-84.7324
6217,tn,rogersville,2,37857,36.4217,-82.9378
6218,tn,rutledge,2,37861,36.2446,-83.5159
6219,tn,sale creek,2,37373,35.3960,-85.1164
6220,tn,sweetwater,2,37874,35.5863,-84.4397
6221,tn,ten mile,2,37880,35.6898,-84.6776
6222,tn,ten mile,2,37880,35.6898,-84.6776
6223,tn,townsend,2,37882,35.6235,-83.7952
6224,tn,unionville,2,37180,35.6098,-86.5808
6225,tn,whitesburg,2,37891,36.2907,-83.1332
6226,tn,woodbury,2,37190,35.8349,-86.0387
6227,tx,addison,2,75001,32.9598,-96.8385
6228,tx,aledo,2,76008,32.6888,-97.6424
6229,tx,alvarado,2,76009,32.4315,-97.1975
6230,tx,anahuac,2,77514,29.7072,-94.5715
6231,tx,anna,2,75409,33.3399,-96.5277
6232,tx,aransas pass,2,78335,27.9093,-97.1497
6233,tx,atascosa,2,78002,29.2771,-98.7286
6234,tx,aubrey,2,76227,33.2741,-96.9865
6235,tx,bangs,2,76823,31.7106,-99.1499
6236,tx,big bend national park,2,79834,29.3635,-103.2121
6237,tx,bonham,2,75418,33.5611,-96.2016
6238,tx,buna,2,77612,30.4184,-94.0010
6239,tx,caddo mills,2,75135,33.0746,-96.2080
6240,tx,caldwell,2,77836,30.5252,-96.6919
6241,tx,canyon,2,79015,34.9030,-101.8975
6242,tx,carmine,2,78932,30.1320,-96.6943
6243,tx,carthage,2,75633,32.1058,-94.3210
6244,tx,cedar creek,2,78612,30.0991,-97.4781
6245,tx,center,2,75935,31.7586,-94.1850
6246,tx,cibolo,2,78108,29.5672,-98.2232
6247,tx,cisco,2,76437,32.3632,-99.0414
6248,tx,cleveland,2,77327,30.2979,-94.9051
6249,tx,colorado city,2,79512,32.4014,-100.8943
6250,tx,corsicana,2,75109,32.0266,-96.3257
6251,tx,crowley,2,76036,32.5803,-97.4160
6252,tx,cuero,2,77954,29.1113,-97.2515
6253,tx,cushing,2,75760,31.7722,-94.8694
6254,tx,del rio,2,78840,29.7630,-100.9426
6255,tx,dublin,2,76446,31.9406,-98.3654
6256,tx,eastland,2,76448,32.4018,-98.7784
6257,tx,eldorado,2,76936,30.8974,-100.5388
6258,tx,electra,2,76360,34.0215,-99.0205
6259,tx,encinal,2,78019,28.1561,-99.0981
6260,tx,ferris,2,75125,32.5272,-96.6180
6261,tx,flint,2,75762,32.2236,-95.3992
6262,tx,floresville,2,78114,29.1273,-98.1977
6263,tx,fort hood,2,76544,31.2377,-97.6898
6264,tx,fredericksburg,2,78624,30.2766,-98.9035
6265,tx,freer,2,78357,27.8896,-98.6129
6266,tx,fritch,2,79036,35.6757,-101.5448
6267,tx,fulshear,2,77441,29.6819,-95.9203
6268,tx,gilmer,2,75644,32.7749,-94.9891
6269,tx,groves,2,77619,29.9496,-93.9200
6270,tx,gunter,2,75058,33.4607,-96.7424
6271,tx,hallsville,2,75650,32.5155,-94.5611
6272,tx,harper,2,78631,30.3171,-99.1662
6273,tx,haslet,2,76052,32.9822,-97.3845
6274,tx,helotes,2,78023,29.6266,-98.7513
6275,tx,henderson,2,75652,32.2572,-94.7384
6276,tx,hillsboro,2,76645,32.0278,-97.1045
6277,tx,hughes springs,2,75656,33.0386,-94.5987
6278,tx,jarrell,2,76537,30.8104,-97.5978
6279,tx,junction,2,76849,30.4987,-99.7095
6280,tx,keene,2,76059,32.3908,-97.3339
6281,tx,kermit,2,79745,31.8693,-103.0625
6282,tx,kyle,2,78640,29.9901,-97.8422
6283,tx,lake dallas,2,75065,33.1154,-97.0047
6284,tx,leakey,2,78873,29.8532,-99.8133
6285,tx,lexington,2,78947,30.4162,-97.0599
6286,tx,lindale,2,75771,32.5338,-95.3897
6287,tx,lindsay,2,76250,33.6304,-97.2608
6288,tx,little elm,2,75068,33.1740,-96.9501
6289,tx,lometa,2,76853,31.2069,-98.4023
6290,tx,lumberton,2,77657,30.2329,-94.1942
6291,tx,mabank,2,75147,32.4316,-96.1196
6292,tx,manor,2,78653,30.3415,-97.5301
6293,tx,marshall,2,75670,32.5417,-94.4131
6294,tx,matagorda,2,77457,28.6483,-96.0440
6295,tx,miami,2,79059,35.8385,-100.8128
6296,tx,midlothian,2,76065,32.4516,-96.9873
6297,tx,mission,2,78572,26.2982,-98.4212
6298,tx,navasota,2,77868,30.3704,-96.0574
6299,tx,nederland,2,77627,29.9885,-94.0030
6300,tx,nevada,2,75173,33.0419,-96.3935
6301,tx,new boston,2,75570,33.4548,-94.4500
6302,tx,new caney,2,77357,30.1501,-95.1811
6303,tx,newark,2,76071,33.0115,-97.4829
6304,tx,paint rock,2,76866,31.4294,-99.8423
6305,tx,pasadena,2,77501,29.6908,-95.2089
6306,tx,pinehurst,2,77362,30.1565,-95.6675
6307,tx,pipe creek,2,78063,29.6766,-98.8872
6308,tx,plainview,2,79072,34.1672,-101.8274
6309,tx,pleasanton,2,78064,28.9715,-98.4042
6310,tx,port arthur,2,77640,29.7575,-94.0967
6311,tx,port isabel,2,78578,26.0260,-97.2920
6312,tx,porter,2,77365,30.1002,-95.2720
6313,tx,post,2,79356,33.1791,-101.2981
6314,tx,pottsboro,2,75076,33.8199,-96.6960
6315,tx,red oak,2,75154,32.5209,-96.8033
6316,tx,rhome,2,76078,33.1003,-97.4774
6317,tx,rockport,2,78381,28.0205,-97.0545
6318,tx,round mountain,2,78663,30.4310,-98.3633
6319,tx,san diego,2,78384,27.8568,-98.3636
6320,tx,sanger,2,76266,33.3675,-97.2106
6321,tx,santo,2,76472,32.6026,-98.2001
6322,tx,seabrook,2,77586,29.5783,-95.0385
6323,tx,seagoville,2,75159,32.5995,-96.5584
6324,tx,snyder,2,79549,32.9621,-100.8460
6325,tx,sullivan city,2,78595,26.2592,-98.5579
6326,tx,sweeny,2,77480,29.0860,-95.7430
6327,tx,taylor,2,76574,30.5789,-97.3857
6328,tx,terlingua,2,79852,29.3315,-103.5922
6329,tx,three rivers,2,78071,28.5265,-98.1439
6330,tx,walnut springs,2,76690,32.0688,-97.7789
6331,tx,weatherford,2,76085,32.8381,-97.6917
6332,tx,whitney,2,76692,31.9451,-97.3369
6333,tx,wilmer,2,75172,32.5976,-96.6712
6334,tx,winnsboro,2,75494,32.8674,-95.2578
6335,ut,brigham city,2,84302,41.5110,-112.1433
6336,ut,clearfield,2,84015,41.1138,-112.0872
6337,ut,cleveland,2,84518,39.3652,-110.8788
6338,ut,enterprise,2,84725,37.5152,-113.8228
6339,ut,eureka,2,84628,39.7820,-112.3415
6340,ut,herriman,2,84096,40.4892,-112.0507
6341,ut,kanab,2,84741,37.2718,-111.7996
6342,ut,lake powell,2,84533,37.5307,-110.3937
6343,ut,milford,2,84751,38.3623,-113.3918
6344,ut,monroe,2,84754,38.6294,-112.0899
6345,ut,payson,2,84651,40.0239,-111.7121
6346,ut,pleasant grove,2,84062,40.3950,-111.7134
6347,ut,salina,2,84654,38.9006,-111.7153
6348,ut,saratoga springs,2,84045,40.3466,-111.9146
6349,ut,syracuse,2,84075,41.0840,-112.0785
6350,ut,wendover,2,84083,40.2714,-113.1954
6351,ut,woods cross,2,84087,40.8914,-111.9314
6352,va,aldie,2,20105,38.9608,-77.6044
6353,va,annandale,2,22003,38.8378,-77.2103
6354,va,ararat,2,24053,36.6210,-80.5045
6355,va,axton,2,24054,36.6796,-79.7081
6356,va,bedford,2,24523,37.3399,-79.5274
6357,va,berryville,2,22611,39.1753,-77.9753
6358,va,big stone gap,2,24219,36.8424,-82.7554
6359,va,blackstone,2,23824,37.0848,-77.9543
6360,va,blairs,2,24527,36.7257,-79.3384
6361,va,broadway,2,22815,38.6511,-78.7967
6362,va,bumpass,2,23024,37.9410,-77.7927
6363,va,catharpin,2,20143,38.8488,-77.5661
6364,va,coeburn,2,24230,36.9724,-82.4908
6365,va,colonial heights,2,23834,37.2880,-77.3891
6366,va,crozet,2,22932,38.1303,-78.6860
6367,va,daleville,2,24083,37.4102,-79.9181
6368,va,dayton,2,22821,38.4767,-79.0724
6369,va,dumfries,2,22025,38.5972,-77.3444
6370,va,farmville,2,23901,37.2963,-78.4077
6371,va,ferrum,2,24088,36.8831,-80.0767
6372,va,fincastle,2,24090,37.5142,-79.8952
6373,va,floyd,2,24091,36.8999,-80.3282
6374,va,forest,2,24551,37.3649,-79.3146
6375,va,gate city,2,24251,36.7019,-82.6355
6376,va,goochland,2,23063,37.7264,-77.9853
6377,va,halifax,2,24558,36.7748,-78.9655
6378,va,heathsville,2,22473,37.8839,-76.3955
6379,va,independence,2,24348,36.6413,-81.1818
6380,va,ivor,2,23866,36.9149,-76.8674
6381,va,kilmarnock,2,22482,37.7391,-76.3515
6382,va,king william,2,23086,37.6633,-77.0454
6383,va,linden,2,22642,38.9049,-78.0650
6384,va,lively,2,22507,37.7576,-76.4959
6385,va,madison,2,22727,38.3943,-78.3231
6386,va,marion,2,24354,36.8125,-81.5695
6387,va,meadows of dan,2,24120,36.7096,-80.4138
6388,va,mineral,2,23117,37.9655,-77.8837
6389,va,new castle,2,24127,37.4882,-80.2224
6390,va,new kent,2,23124,37.5492,-77.0446
6391,va,norton,2,24273,36.9679,-82.6444
6392,va,occoquan,2,22125,38.6829,-77.2589
6393,va,pearisburg,2,24134,37.2551,-80.7516
6394,va,pound,2,24279,37.1060,-82.6244
6395,va,pounding mill,2,24637,37.0498,-81.7084
6396,va,powhatan,2,23139,37.5529,-77.9411
6397,va,prince george,2,23875,37.2419,-77.2673
6398,va,ruther glen,2,22546,37.9497,-77.4376
6399,va,saltville,2,24370,36.9213,-81.6919
6400,va,sandston,2,23150,37.5038,-77.2635
6401,va,skippers,2,23879,36.5944,-77.5919
6402,va,south hill,2,23970,36.7445,-78.1866
6403,va,stuarts draft,2,24477,38.0130,-79.0447
6404,va,tazewell,2,24651,37.0494,-81.5220
6405,va,troutville,2,24175,37.4169,-79.9314
6406,va,troy,2,22974,37.9623,-78.2633
6407,va,waterford,2,20197,39.1924,-77.6253
6408,va,wirtz,2,24184,37.0819,-79.7867
6409,va,wise,2,24293,37.0162,-82.6036
6410,va,woodstock,2,22664,38.8916,-78.5341
6411,vt,calais,2,05648,44.3787,-72.4973
6412,vt,danville,2,05828,44.4533,-72.1229
6413,vt,east barre,2,05649,44.1478,-72.3949
6414,vt,eden mills,2,05653,44.7028,-72.4902
6415,vt,enosburg falls,2,05450,44.8980,-72.7948
6416,vt,fairfax,2,05454,44.7163,-73.0172
6417,vt,granville,2,05747,44.0049,-72.8293
6418,vt,island pond,2,05846,44.7798,-71.8452
6419,vt,johnson,2,05656,44.6464,-72.6804
6420,vt,newbury,2,05051,44.0766,-72.0896
6421,vt,newport,2,05855,44.9341,-72.1937
6422,vt,norwich,2,05055,43.7478,-72.3019
6423,vt,peacham,2,05862,44.3267,-72.2263
6424,vt,sharon,2,05065,43.7794,-72.4338
6425,vt,starksboro,2,05487,44.2360,-73.0031
6426,vt,vergennes,2,05491,44.1256,-73.3058
6427,vt,wells,2,05774,43.4472,-73.1818
6428,vt,west topsham,2,05086,44.1275,-72.3080
6429,vt,wilmington,2,05363,42.8726,-72.8886
6430,vt,woodstock,2,05091,43.6515,-72.5696
6431,vt,worcester,2,05682,44.3977,-72.5726
6432,wa,allyn,2,98524,47.3621,-122.8718
6433,wa,amboy,2,98601,45.9762,-122.4008
6434,wa,ashford,2,98304,46.8187,-122.0294
6435,wa,belfair,2,98528,47.4393,-122.9262
6436,wa,brewster,2,98812,48.2236,-119.8173
6437,wa,brush prairie,2,98606,45.7321,-122.4565
6438,wa,buckley,2,98321,46.9858,-121.8362
6439,wa,burbank,2,99323,46.2068,-118.9123
6440,wa,carnation,2,98014,47.6527,-121.8978
6441,wa,chattaroy,2,99003,47.9296,-117.2670
6442,wa,chewelah,2,99109,48.2745,-117.7452
6443,wa,clearlake,2,98235,48.4602,-122.2339
6444,wa,colfax,2,99111,46.8668,-117.4512
6445,wa,cougar,2,98616,46.0850,-122.3029
6446,wa,coulee dam,2,99116,48.2118,-119.2899
6447,wa,curlew,2,99118,48.8794,-118.6042
6448,wa,dallesport,2,98617,45.6195,-121.1714
6449,wa,dupont,2,98327,47.0897,-122.6634
6450,wa,elma,2,98541,47.0651,-123.3677
6451,wa,entiat,2,98822,47.8854,-120.4708
6452,wa,ford,2,99013,47.8881,-117.8214
6453,wa,fox island,2,98333,47.2480,-122.6301
6454,wa,garfield,2,99130,46.9998,-117.1660
6455,wa,greenbank,2,98253,48.0956,-122.5755
6456,wa,ilwaco,2,98624,46.3167,-123.9992
6457,wa,la conner,2,98257,48.4146,-122.5113
6458,wa,lakebay,2,98349,47.2681,-122.7414
6459,wa,long beach,2,98631,46.3889,-124.0373
6460,wa,loon lake,2,99148,48.1310,-117.5894
6461,wa,mabton,2,98935,46.1800,-120.1044
6462,wa,newport,2,99156,48.2086,-117.2687
6463,wa,nine mile falls,2,99026,47.8086,-117.6200
6464,wa,oakesdale,2,99158,47.1062,-117.2652
6465,wa,ocean park,2,98640,46.5359,-124.0464
6466,wa,oroville,2,98844,48.9000,-119.2991
6467,wa,pacific,2,98047,47.2586,-122.2461
6468,wa,palouse,2,99161,46.8929,-117.1552
6469,wa,ravensdale,2,98051,47.3567,-121.9179
6470,wa,raymond,2,98577,46.6452,-123.6336
6471,wa,reardan,2,99029,47.7164,-117.8518
6472,wa,rice,2,99167,48.4263,-118.1178
6473,wa,skykomish,2,98288,47.6326,-121.3316
6474,wa,snoqualmie pass,2,98068,47.4231,-121.3731
6475,wa,sumas,2,98295,48.9499,-122.2338
6476,wa,tenino,2,98589,46.8507,-122.8240
6477,wa,toppenish,2,98948,46.2992,-120.3557
6478,wa,vantage,2,98950,46.8685,-119.9921
6479,wa,wapato,2,98951,46.4443,-120.4843
6480,wa,white swan,2,98952,46.3686,-120.7705
6481,wi,alma center,2,54611,44.4585,-90.9560
6482,wi,baileys harbor,2,54202,45.0855,-87.1413
6483,wi,belleville,2,53508,42.8613,-89.5931
6484,wi,blanchardville,2,53516,42.7932,-89.8774
6485,wi,butler,2,53007,43.1079,-88.0714
6486,wi,chilton,2,53014,44.0025,-88.1904
6487,wi,clinton,2,53525,42.5587,-88.8815
6488,wi,colfax,2,54730,45.0355,-91.7262
6489,wi,columbus,2,53925,43.3397,-89.0555
6490,wi,cornell,2,54732,45.1257,-91.1996
6491,wi,crandon,2,54520,45.5194,-88.9230
6492,wi,crivitz,2,54114,45.2484,-88.1031
6493,wi,deerfield,2,53531,43.0614,-89.0889
6494,wi,delavan,2,53115,42.6591,-88.6596
6495,wi,dresser,2,54009,45.3544,-92.5967
6496,wi,eden,2,53019,43.7022,-88.3079
6497,wi,elkhart lake,2,53020,43.8561,-88.0001
6498,wi,ellsworth,2,54011,44.6962,-92.4700
6499,wi,evansville,2,53536,42.7665,-89.2499
6500,wi,fremont,2,54940,44.2055,-88.8402
6501,wi,genoa city,2,53128,42.5380,-88.3515
6502,wi,germantown,2,53022,43.2359,-88.1273
6503,wi,grantsburg,2,54840,45.7466,-92.6991
6504,wi,greendale,2,53129,42.9374,-87.9977
6505,wi,holcombe,2,54745,45.2705,-91.1408
6506,wi,jefferson,2,53549,42.9958,-88.7626
6507,wi,kewaskum,2,53040,43.5285,-88.2012
6508,wi,kewaunee,2,54216,44.4399,-87.5875
6509,wi,lac du flambeau,2,54538,45.9282,-89.9074
6510,wi,lac du flambeau,1,54538,45.9282,-89.9074
6511,wi,larsen,2,54947,44.1937,-88.7012
6512,wi,luxemburg,2,54217,44.5633,-87.7113
6513,wi,markesan,2,53946,43.7252,-89.0647
6514,wi,marshall,2,53559,43.1731,-89.0791
6515,wi,mauston,2,53948,43.7737,-90.0368
6516,wi,mayville,2,53050,43.5089,-88.5477
6517,wi,merton,2,53056,43.1519,-88.3144
6518,wi,mineral point,2,53565,42.8414,-90.1594
6519,wi,montello,2,53949,43.7837,-89.3260
6520,wi,mountain,2,54149,45.2059,-88.4878
6521,wi,new holstein,2,53061,43.9498,-88.0923
6522,wi,oregon,2,53575,42.9325,-89.3921
6523,wi,phillips,2,54555,45.7414,-90.3733
6524,wi,pulaski,2,54162,44.6739,-88.2832
6525,wi,readstown,2,54652,43.4695,-90.7482
6526,wi,sister bay,2,54234,45.1845,-87.1047
6527,wi,somerset,2,54025,45.1300,-92.6770
6528,wi,sparta,2,54656,43.9858,-90.7997
6529,wi,spencer,2,54479,44.7512,-90.3273
6530,wi,tomah,2,54660,44.0134,-90.4930
6531,wi,twin lakes,2,53181,42.5246,-88.2421
6532,wi,two rivers,2,54241,44.2250,-87.6187
6533,wi,verona,2,53593,42.9949,-89.5677
6534,wi,walworth,2,53184,42.5387,-88.5971
6535,wi,waterford,2,53185,42.7870,-88.2091
6536,wi,watertown,2,53094,43.1324,-88.7261
6537,wi,waunakee,2,53597,43.1846,-89.4716
6538,wi,westfield,2,53964,43.9000,-89.5316
6539,wi,winneconne,2,54986,44.1255,-88.7653
6540,wi,winter,2,54896,45.8103,-90.8993
6541,wv,ashton,2,25503,38.6015,-82.1059
6542,wv,bluefield,2,24701,37.3009,-81.2118
6543,wv,charles town,2,25414,39.2579,-77.8626
6544,wv,clendenin,2,25045,38.4739,-81.3129
6545,wv,daniels,2,25832,37.7307,-81.1177
6546,wv,follansbee,2,26037,40.3352,-80.5795
6547,wv,inwood,2,25428,39.3874,-78.0220
6548,wv,lavalette,2,25535,38.3119,-82.4129
6549,wv,logan,2,25601,37.8445,-82.0345
6550,wv,mannington,2,26582,39.5280,-80.3848
6551,wv,marlinton,2,24954,38.2218,-80.0352
6552,wv,masontown,2,26542,39.5844,-79.7933
6553,wv,middlebourne,2,26149,39.4708,-80.8788
6554,wv,pond gap,2,25160,38.2876,-81.2843
6555,wv,rainelle,2,25962,37.9656,-80.7835
6556,wv,rupert,2,25984,37.9845,-80.6569
6557,wv,saint marys,2,26170,39.3846,-81.1403
6558,wv,salem,2,26426,39.2992,-80.6061
6559,wv,shady spring,2,25918,37.7476,-80.9978
6560,wv,spencer,2,25276,38.7636,-81.3248
6561,wv,vienna,2,26105,39.3283,-81.5192
6562,wv,weirton,2,26062,40.4226,-80.5756
6563,wy,dubois,2,82513,43.5081,-109.6436
6564,wy,green river,2,82935,41.8545,-109.6748
6565,wy,lander,2,82520,42.6557,-108.6313
6566,wy,pinedale,2,82941,42.7853,-109.7273
6567,wy,rawlins,2,82301,41.7545,-107.3830
6568,wy,riverton,2,82501,43.1711,-108.8312
6569,ak,angoon,1,99820,57.7126,-133.6697
6570,ak,clam gulch,1,99568,60.2105,-151.4099
6571,ak,coffman cove,1,99918,55.9633,-132.8145
6572,ak,cordova,1,99574,60.4919,-143.8104
6573,ak,dillingham,1,99576,59.2122,-159.7222
6574,ak,glennallen,1,99588,62.0455,-145.0406
6575,ak,haines,1,99827,58.9715,-135.4092
6576,ak,healy,1,99743,64.0028,-148.6314
6577,ak,hooper bay,1,99604,61.5019,-165.4489
6578,ak,kaktovik,1,99747,70.1205,-143.6779
6579,ak,kasilof,1,99610,60.3536,-151.2774
6580,ak,nome,1,99762,65.1441,-165.0697
6581,ak,nunapitchuk,1,99641,60.8864,-162.3317
6582,ak,pelican,1,99832,57.9578,-136.1146
6583,ak,sand point,1,99661,55.2642,-160.5855
6584,ak,sterling,1,99672,60.5188,-150.7908
6585,ak,tanacross,1,99776,63.3787,-143.3937
6586,ak,venetie,1,99781,67.0082,-146.3780
6587,ak,ward cove,1,99928,55.4104,-131.7237
6588,ak,yakutat,1,99689,59.7434,-139.5029
6589,al,addison,1,35540,34.2027,-87.2048
6590,al,altoona,1,35952,34.0456,-86.2860
6591,al,bear creek,1,35543,34.2133,-87.7419
6592,al,bessemer,1,35020,33.4019,-86.9432
6593,al,blountsville,1,35031,34.1179,-86.5621
6594,al,brantley,1,36009,31.5573,-86.3175
6595,al,bremen,1,35033,33.9459,-87.0131
6596,al,brent,1,35034,32.9234,-87.2762
6597,al,brewton,1,36426,31.1443,-87.0672
6598,al,brookside,1,35036,33.6392,-86.9104
6599,al,brookwood,1,35444,33.3316,-87.2590
6600,al,brundidge,1,36010,31.6730,-85.7872
6601,al,cedar bluff,1,35959,34.2549,-85.6102
6602,al,cherokee,1,35616,34.7410,-87.9925
6603,al,chunchula,1,36521,30.9609,-88.1883
6604,al,clanton,1,35045,32.8270,-86.6691
6605,al,clio,1,36017,31.6932,-85.5620
6606,al,columbia,1,36319,31.3364,-85.1626
6607,al,cordova,1,35550,33.7374,-87.1534
6608,al,cottonwood,1,36320,31.0527,-85.3237
6609,al,crane hill,1,35053,34.0437,-87.0541
6610,al,danville,1,35619,34.4063,-87.1726
6611,al,dora,1,35062,33.7198,-87.0420
6612,al,double springs,1,35553,34.1493,-87.3802
6613,al,dutton,1,35744,34.6064,-85.9150
6614,al,elberta,1,36530,30.4074,-87.5419
6615,al,eldridge,1,35554,33.9099,-87.6717
6616,al,elkmont,1,35620,34.9237,-86.9792
6617,al,elmore,1,36025,32.5459,-86.3300
6618,al,flat rock,1,35966,34.8145,-85.7006
6619,al,flomaton,1,36441,31.0596,-87.2594
6620,al,florala,1,36442,31.0664,-86.3652
6621,al,gaylesville,1,35973,34.3679,-85.5676
6622,al,geraldine,1,35974,34.3641,-86.0218
6623,al,greenville,1,36037,31.7442,-86.6464
6624,al,grove hill,1,36451,31.6678,-87.7601
6625,al,hackleburg,1,35564,34.2579,-87.8515
6626,al,haleyville,1,35565,34.2182,-87.6132
6627,al,hanceville,1,35077,34.0155,-86.8261
6628,al,harpersville,1,35078,33.3249,-86.4543
6629,al,hartford,1,36344,31.0954,-85.7168
6630,al,hayden,1,35079,33.9325,-86.7660
6631,al,holly pond,1,35083,34.1829,-86.6009
6632,al,hollywood,1,35752,34.7476,-85.9375
6633,al,hurtsboro,1,36860,32.2785,-85.4077
6634,al,jackson,1,36501,31.46,-87.73
6635,al,jones,1,36749,32.5490,-86.8547
6636,al,kellyton,1,35089,32.9442,-86.0482
6637,al,killen,1,35645,34.9015,-87.5014
6638,al,lapine,1,36046,31.9923,-86.3354
6639,al,lawley,1,36793,32.8401,-86.9981
6640,al,leeds,1,35094,33.5136,-86.5778
6641,al,leighton,1,35646,34.6684,-87.5301
6642,al,lincoln,1,35096,33.6209,-86.1168
6643,al,livingston,1,35470,32.5561,-88.1132
6644,al,luverne,1,36049,31.7409,-86.2896
6645,al,lynn,1,35575,34.0486,-87.5434
6646,al,millry,1,36558,31.6059,-88.2776
6647,al,moulton,1,35650,34.4606,-87.3188
6648,al,muscadine,1,36269,33.7351,-85.3879
6649,al,nanafalia,1,36764,32.1125,-87.9882
6650,al,new brockton,1,36351,31.4016,-85.9268
6651,al,new hope,1,35760,34.5556,-86.4030
6652,al,northport,1,35473,33.2764,-87.5834
6653,al,odenville,1,35120,33.6730,-86.3979
6654,al,ohatchee,1,36271,33.7780,-86.0291
6655,al,opelika,1,36801,32.6833,-85.4034
6656,al,perdue hill,1,36470,31.4971,-87.5431
6657,al,phil campbell,1,35581,34.3678,-87.7382
6658,al,pine level,1,36065,32.0525,-86.0512
6659,al,pinson,1,35126,33.7287,-86.6469
6660,al,rainbow city,1,35906,33.9283,-86.0961
6661,al,ranburne,1,36273,33.5605,-85.3934
6662,al,remlap,1,35133,33.8304,-86.6026
6663,al,rockford,1,35136,32.8935,-86.2725
6664,al,russellville,1,35653,34.5404,-87.8803
6665,al,salem,1,36874,32.5694,-85.2105
6666,al,selma,1,36701,32.4650,-87.0260
6667,al,seminole,1,36574,30.5303,-87.4759
6668,al,silverhill,1,36576,30.5199,-87.7636
6669,al,sipsey,1,35584,33.8198,-87.0831
6670,al,smiths station,1,36877,32.5654,-85.0940
6671,al,springville,1,35146,33.7868,-86.4468
6672,al,stapleton,1,36578,30.7416,-87.7767
6673,al,summerdale,1,36580,30.4736,-87.6959
6674,al,sylvania,1,35988,34.5590,-85.7866
6675,al,talladega,1,35160,33.3761,-86.0712
6676,al,tanner,1,35671,34.6629,-86.9882
6677,al,thorsby,1,35171,32.8895,-86.7498
6678,al,troy,1,36079,31.7445,-85.9900
6679,al,vance,1,35490,33.2173,-87.2287
6680,al,vandiver,1,35176,33.4810,-86.4980
6681,al,vernon,1,35592,33.7530,-88.0825
6682,al,wadley,1,36276,33.1160,-85.6073
6683,al,waverly,1,36879,32.7291,-85.5369
6684,al,woodland,1,36280,33.3834,-85.3931
6685,ar,arkadelphia,1,71923,34.0495,-93.0817
6686,ar,atkins,1,72823,35.3019,-92.9238
6687,ar,bald knob,1,72010,35.3233,-91.5058
6688,ar,beaver,1,72613,36.4751,-93.7678
6689,ar,black rock,1,72415,36.1311,-91.1848
6690,ar,bluff city,1,71722,33.7115,-93.2120
6691,ar,board camp,1,71932,34.5378,-94.0956
6692,ar,bonnerdale,1,71933,34.3740,-93.3296
6693,ar,booneville,1,72927,35.1390,-93.9325
6694,ar,briggsville,1,72828,34.9236,-93.5652
6695,ar,buckner,1,71827,33.3528,-93.4275
6696,ar,casa,1,72025,35.0529,-93.0487
6697,ar,damascus,1,72039,35.3103,-92.4180
6698,ar,decatur,1,72722,36.3418,-94.4505
6699,ar,dennard,1,72629,35.7111,-92.6138
6700,ar,elkins,1,72727,36.0078,-93.9932
6701,ar,england,1,72046,34.5432,-91.9408
6702,ar,eudora,1,71640,33.1457,-91.2520
6703,ar,eureka springs,1,72631,36.4338,-93.7672
6704,ar,farmington,1,72730,36.0348,-94.2691
6705,ar,fifty six,1,72533,36.0198,-92.2139
6706,ar,flippin,1,72634,36.2065,-92.5258
6707,ar,fordyce,1,71742,33.8849,-92.4599
6708,ar,fulton,1,71838,33.6372,-93.8273
6709,ar,gilbert,1,72636,35.9886,-92.7147
6710,ar,gillham,1,71841,34.1665,-94.3572
6711,ar,gosnell,1,72319,35.9590,-89.9709
6712,ar,grannis,1,71944,34.2396,-94.3571
6713,ar,gurdon,1,71743,33.9052,-93.0921
6714,ar,hagarville,1,72839,35.5284,-93.3235
6715,ar,hampton,1,71744,33.4941,-92.5484
6716,ar,hartman,1,72840,35.4699,-93.6085
6717,ar,hector,1,72843,35.5353,-92.9406
6718,ar,henderson,1,72544,36.4063,-92.1977
6719,ar,hickory plains,1,72066,34.9912,-91.7469
6720,ar,kingston,1,72742,36.0397,-93.5005
